displayName;givenName;surname;city;country
Dominique Lajoie;Dominique;Lajoie;VAULX-EN-VELIN;FR
Garland Legault;Garland;Legault;PERPIGNAN;FR
Romaine Crête;Romaine;Crête;HAAG;CH
Geneviève Laforest;Geneviève;Laforest;ENTSCHWIL;CH
Neville Gabriaux;Neville;Gabriaux;BINKOM;BE
Nicole Bussière;Nicole;Bussière;DIGNE-LES-BAINS;FR
Channing Thivierge;Channing;Thivierge;LA PLAINE-SAINT-DENIS;FR
Paien Jalbert;Paien;Jalbert;ZINGEM;BE
Fortun Quiron;Fortun;Quiron;PARIS;FR
Bruno Beaudouin;Bruno;Beaudouin;VILLEPINTE;FR
Esmeraude Morel;Esmeraude;Morel;COUSSIBERLÉ;CH
Campbell Huppé;Campbell;Huppé;HAUT-ITTRE;BE
Orane Masson;Orane;Masson;AYENEUX;BE
Vernon Mainville;Vernon;Mainville;SARCELLES;FR
Florus Thibault;Florus;Thibault;HERZOGENBUCHSEE;CH
Laurene Lambert;Laurene;Lambert;IBERGEREGG;CH
Flordelis Camus;Flordelis;Camus;L'HAŸ-LES-ROSES;FR
Astrid Lussier;Astrid;Lussier;LA BALMAZ;CH
Alexis Charron;Alexis;Charron;HÄGGENSCHWIL;CH
Carole Quenneville;Carole;Quenneville;POMMEROEUL;BE
Clovis Mazuret;Clovis;Mazuret;SERAING;BE
Gaetane Verreau;Gaetane;Verreau;SCHUIFERSKAPELLE;BE
Nicholas L'Angelier;Nicholas;L'Angelier;CHANDOLIN-PRÈS-SAVIÈSE;CH
Patience Caron;Patience;Caron;PONDRÔME;BE
Madeleine Dandonneau;Madeleine;Dandonneau;HERSEAUX;BE
Eustache Briard;Eustache;Briard;PARPAN;CH
Élodie Lamare;Élodie;Lamare;GENÈVE;CH
Campbell Poirier;Campbell;Poirier;BÉTHUNE;FR
Normand Courcelle;Normand;Courcelle;SCHENDELBEKE;BE
Verney Pinette;Verney;Pinette;THINES;BE
Florismart Garnier;Florismart;Garnier;TÄSCH;CH
Cosette Boisclair;Cosette;Boisclair;LA CELLE-SAINT-CLOUD;FR
Auriville Baron;Auriville;Baron;TAVERNY;FR
Methena Léveillé;Methena;Léveillé;MALLE;BE
Oliver Deserres;Oliver;Deserres;HUPPAYE;BE
Orson Ailleboust;Orson;Ailleboust;RONQUIÈRES;BE
Jean Ailleboust;Jean;Ailleboust;MONTCEAU-LES-MINES;FR
Charline Rossignol;Charline;Rossignol;BEERZEL;BE
Amabella Turcotte;Amabella;Turcotte;GOLATEN;CH
Aubin Norbert;Aubin;Norbert;BÖZEN;CH
Gaetan Tétrault;Gaetan;Tétrault;OSSINGEN;CH
Guillaume Maheu;Guillaume;Maheu;VIRY-CHÂTILLON;FR
Norris Duval;Norris;Duval;SILLY;BE
Aloin Crête;Aloin;Crête;CHEVROUX;CH
Logistilla Doyon;Logistilla;Doyon;DEGERSHEIM;CH
Chandler Therriault;Chandler;Therriault;POITIERS;FR
Saber Duhamel;Saber;Duhamel;BAUDOUR;BE
Arlette Guibord;Arlette;Guibord;STOOS;CH
Serge Lagueux;Serge;Lagueux;NEYRUZ-SUR-MOUDON;CH
Normand Bienvenue;Normand;Bienvenue;DAILLENS;CH
Hélène Séguin;Hélène;Séguin;BORGONOVO;CH
Heloise Blanc;Heloise;Blanc;FRAUENFELD;CH
Arnaud Asselin;Arnaud;Asselin;GAGNY;FR
Aleron Laforest;Aleron;Laforest;SAINT-DIZIER;FR
Corinne de Chateaub;Corinne;de Chateaub;ORCHIMONT;BE
Slainie Casgrain;Slainie;Casgrain;SAINT-MARC;BE
Paien Daoust;Paien;Daoust;ORLÉANS;FR
Beaufort Lécuyer;Beaufort;Lécuyer;VITRY-SUR-SEINE;FR
Julien Leclerc;Julien;Leclerc;WEISSBAD;CH
Gustave Du Trieux;Gustave;Du Trieux;LINTER;BE
Ignace Lamare;Ignace;Lamare;AMBERLOUP;BE
Rabican LaGarde;Rabican;LaGarde;VILLARS-MENDRAZ;CH
Saber Racicot;Saber;Racicot;BÈGLES;FR
Luce Tanguay;Luce;Tanguay;BRAINE-L'ALLEUD;BE
Hortense Larivière;Hortense;Larivière;MOLLENS;CH
Aubine Dennis;Aubine;Dennis;FLAWINNE;BE
Chantal Belisle;Chantal;Belisle;ANNEVOIE-ROUILLON;BE
Mallory Boisvert;Mallory;Boisvert;SOIRON;BE
Gaspar Lachance;Gaspar;Lachance;THIONVILLE;FR
Josephe Dupéré;Josephe;Dupéré;AGEN;FR
Aymon Monrency;Aymon;Monrency;ELEN;BE
Turner Charpie;Turner;Charpie;HAUSEN;CH
Cher Lapierre;Cher;Lapierre;GEBENSTORF;CH
Hilaire Bourgeau;Hilaire;Bourgeau;ARRAS;FR
Amarante Norbert;Amarante;Norbert;KLEINANDELFINGEN;CH
Vallis Achin;Vallis;Achin;BOURG-EN-BRESSE;FR
Julie Migneault;Julie;Migneault;SCHMITTEN;CH
Creissant Patry;Creissant;Patry;QUENAST;BE
Mavise Lussier;Mavise;Lussier;VITRIVAL;BE
Merle DuLin;Merle;DuLin;GAP;FR
Montague Lizotte;Montague;Lizotte;KUMTICH;BE
Sennet Blais;Sennet;Blais;AMIENS;FR
Hugues Bouvier;Hugues;Bouvier;MERBES-SAINTE-MARIE;BE
Huon Hughes;Huon;Hughes;NÎMES;FR
Archard Charron;Archard;Charron;LA PLAINE-SAINT-DENIS;FR
Audrey Potvin;Audrey;Potvin;LO-RENINGE;BE
Zurie Loiseau;Zurie;Loiseau;LIERNU;BE
Florismart Monjeau;Florismart;Monjeau;SCHWARZENBACH;CH
Mathilde Côté;Mathilde;Côté;TALENCE;FR
Henriette Arnoux;Henriette;Arnoux;PERPIGNAN;FR
Cinderella Riquier;Cinderella;Riquier;CAHORS;FR
Fauna Charlesbois;Fauna;Charlesbois;SURESNES;FR
Christabel Douffet;Christabel;Douffet;MARSEILLE;FR
Fealty Meilleur;Fealty;Meilleur;HÖCHSTETTEN;CH
Avent Bonneville;Avent;Bonneville;NOIRCHAIN;BE
Aurélie Lampron;Aurélie;Lampron;LEMBEEK;BE
Guillaume Poirier;Guillaume;Poirier;CASTELROTTO;CH
Édith Cressac;Édith;Cressac;MOSNANG;CH
Marcel Beausoleil;Marcel;Beausoleil;ANGERS;FR
Florismart Huard;Florismart;Huard;NOUMÉA;FR
Olivier Michel;Olivier;Michel;VERDABBIO;CH
Didier Vertefeuille;Didier;Vertefeuille;ROCHEFORT;FR
Alexandrin Dumont;Alexandrin;Dumont;BASEL;CH
Didier Barrientos;Didier;Barrientos;LE PORT;FR
Creissant Allain;Creissant;Allain;ALLMENDEN;CH
Marphisa Deserres;Marphisa;Deserres;VIRY-CHÂTILLON;FR
Hilaire Therriault;Hilaire;Therriault;MONS;BE
Neville Racicot;Neville;Racicot;EDINGEN;BE
Sidney Noël;Sidney;Noël;EMMENBRÜCKE;CH
Delmare Sauvé;Delmare;Sauvé;OVERIJSE;BE
Orane Sirois;Orane;Sirois;OBERBURG;CH
Alita Ruel;Alita;Ruel;DÉCINES-CHARPIEU;FR
Juliette Duhamel;Juliette;Duhamel;LENS;BE
Germain L'Heureux;Germain;L'Heureux;KEUMIÉE;BE
Platt Carrière;Platt;Carrière;VINKEM;BE
Aimé Norbert;Aimé;Norbert;QUIMPER;FR
Sacripant Casgrain;Sacripant;Casgrain;DORINNE;BE
Channing Dagenais;Channing;Dagenais;BIRMENSTORF;CH
Telford Caron;Telford;Caron;SOUVRET;BE
Astolpho Giroux;Astolpho;Giroux;SAINT-LAURENT-DU-VAR;FR
Alexandre Charlebois;Alexandre;Charlebois;GRELLINGEN;CH
Marcelle Sanschagrin;Marcelle;Sanschagrin;BASSE-BODEUX;BE
Guillaume Frappier;Guillaume;Frappier;WESTENDE;BE
Leverett Chicoine;Leverett;Chicoine;MELUN;FR
Orson L'Heureux;Orson;L'Heureux;LE CANNET;FR
Maureen Camus;Maureen;Camus;LE MÉE-SUR-SEINE;FR
Courtland Gregoire;Courtland;Gregoire;BRUSSEL;BE
Mason Poissonnier;Mason;Poissonnier;LA VARENNE-SAINT-HILAIRE;FR
Cammile Boucher;Cammile;Boucher;COLMAR;FR
Favor Meilleur;Favor;Meilleur;SPIERE-HELKIJN;BE
Archaimbau Dodier;Archaimbau;Dodier;ANGLET;FR
Arno Courtois;Arno;Courtois;OLIVET;FR
Yseult Cotuand;Yseult;Cotuand;MEAUX;FR
Esmeraude Rivière;Esmeraude;Rivière;BRUGG;CH
Orlene Lacasse;Orlene;Lacasse;AVERS;CH
Benjamin Hachée;Benjamin;Hachée;SEDAN;FR
Langley Richard;Langley;Richard;STEHRENBERG;CH
Raina Michel;Raina;Michel;SAINT-MALO;FR
Guillaume Briard;Guillaume;Briard;ABOLENS;BE
Gill Beaudoin;Gill;Beaudoin;ZÜRICH;CH
Carine Duplessis;Carine;Duplessis;LEVALLOIS-PERRET;FR
Satordi Pariseau;Satordi;Pariseau;FISCHENTHAL;CH
Soren Boulé;Soren;Boulé;FRILTSCHEN;CH
Juliette Labrosse;Juliette;Labrosse;SCHACHEN;CH
Delmare Lamontagne;Delmare;Lamontagne;GRANDMENIL;BE
Ansel Bernard;Ansel;Bernard;HAKENDOVER;BE
Algernon Crête;Algernon;Crête;YVERDON-LES-BAINS;CH
Mariette Beauchamps;Mariette;Beauchamps;LEISELE;BE
Antoine Lamy;Antoine;Lamy;BRON;FR
Ophelia Laramée;Ophelia;Laramée;MATER;BE
Thérèse Dodier;Thérèse;Dodier;FRANCONVILLE-LA-GARENNE;FR
Alphonse Courcelle;Alphonse;Courcelle;ROBECHIES;BE
Creissant Talon;Creissant;Talon;WAARLOOS;BE
Karlotta Patenaude;Karlotta;Patenaude;COMPIÈGNE;FR
Christabel Allain;Christabel;Allain;EMMETTEN;CH
Comforte Lang;Comforte;Lang;MONSTREUX;BE
Laurent Vincent;Laurent;Vincent;GRAPFONTAINE;BE
Susanne Angélil;Susanne;Angélil;NOUVELLES;BE
Robert Cormier;Robert;Cormier;VILLARS-LE-COMTE;CH
Granville Godin;Granville;Godin;TAVANNES;CH
Laurence Robitaille;Laurence;Robitaille;BOIS-DE-LESSINES;BE
Madelene Allard;Madelene;Allard;ZÜRCHERSMÜHLE;CH
Valérie Sansouci;Valérie;Sansouci;BIONNENS;CH
Isabelle Lacharité;Isabelle;Lacharité;VERLAINE;BE
Alice Trudeau;Alice;Trudeau;BASTIA;FR
Florismart Labonté;Florismart;Labonté;MORCOTE;CH
Marsilius Labelle;Marsilius;Labelle;WITRY;BE
Madelene Bouvier;Madelene;Bouvier;URSEL;BE
Brunella Couturier;Brunella;Couturier;LAMBERMONT;BE
Delphine Turgeon;Delphine;Turgeon;OTTENLEUEBAD;CH
Caresse Hervieux;Caresse;Hervieux;TREMBLAY-EN-FRANCE;FR
Arnaud Vadnais;Arnaud;Vadnais;PAIFVE;BE
Roslyn Chaloux;Roslyn;Chaloux;MEIX-DEVANT-VIRTON;BE
William Ruel;William;Ruel;OBERGÖSGEN;CH
Hilaire Sirois;Hilaire;Sirois;VENTHÔNE;CH
Lyle Couture;Lyle;Couture;LAUFEN-UHWIESEN;CH
Hardouin Potvin;Hardouin;Potvin;NANTES;FR
Linette Clavette;Linette;Clavette;JUAN-LES-PINS;FR
Théodore Paradis;Théodore;Paradis;ESSERT-PITTET;CH
Bartlett Veilleux;Bartlett;Veilleux;BERLENS;CH
Louis Gousse;Louis;Gousse;KOLMONT;BE
Amélie Batard;Amélie;Batard;MESNIL-SAINT-BLAISE;BE
Isaac Fresne;Isaac;Fresne;SAINT-PRIEST;FR
Maureen Chnadonnet;Maureen;Chnadonnet;NIORT;FR
Bertrand Benoit;Bertrand;Benoit;FONTENAY-SOUS-BOIS;FR
Algernon Galarneau;Algernon;Galarneau;HARGIMONT;BE
Quincy Michaud;Quincy;Michaud;EPAUTHEYRES;CH
Hugues Brousse;Hugues;Brousse;CAMPELLO;CH
Brier Desaulniers;Brier;Desaulniers;BIZET;BE
Christine Aubin;Christine;Aubin;ARTH;CH
David Poissonnier;David;Poissonnier;LOMME;FR
Merci Breton;Merci;Breton;MOULINS;FR
Zara Beauchamp;Zara;Beauchamp;MONTLUÇON;FR
Aleron Varieur;Aleron;Varieur;ZOFINGEN;CH
Eleanor Jodoin;Eleanor;Jodoin;MOUSTIER;BE
Vignette Blanc;Vignette;Blanc;SINT-PIETERS-KAPELLE;BE
Daisi Aucoin;Daisi;Aucoin;SCHRIEK;BE
Anne Salmons;Anne;Salmons;ATHIS-MONS;FR
Felicien Labossière;Felicien;Labossière;TINTIGNY;BE
Peppin Pinneau;Peppin;Pinneau;ZOERLE-PARWIJS;BE
Olivier Beaudouin;Olivier;Beaudouin;GRANDEVENT;CH
Manon Beausoleil;Manon;Beausoleil;COLOMBIER;CH
Joseph de Launay;Joseph;de Launay;BEERNEM;BE
Cécile Dandonneau;Cécile;Dandonneau;MASSONNENS;CH
Nouel Monty;Nouel;Monty;CHALON-SUR-SAÔNE;FR
Madelene De La Vergne;Madelene;De La Vergne;MULHOUSE;FR
Kerman Bureau;Kerman;Bureau;NIEDERHASLI;CH
Pomeroy Caron;Pomeroy;Caron;NANTERRE;FR
Luce Achin;Luce;Achin;LOTENHULLE;BE
Gifford Nadeau;Gifford;Nadeau;COLOMIERS;FR
Crescent Givry;Crescent;Givry;HOUTHEM;BE
Rémy Barjavel;Rémy;Barjavel;NIEUWERKERKEN;BE
Leal Bonsaint;Leal;Bonsaint;MEYZIEU;FR
Merci Robitaille;Merci;Robitaille;LYON;FR
Dixie Barrientos;Dixie;Barrientos;DIEPPE;FR
Sébastien Dionne;Sébastien;Dionne;TERALFENE;BE
Harriette Savoie;Harriette;Savoie;BOLLAND;BE
Matthieu Masson;Matthieu;Masson;BUKEN;BE
Denise Gosselin;Denise;Gosselin;SCHNABELSBERG;CH
Vernon Abril;Vernon;Abril;BOVERESSE;CH
Eloise Boutot;Eloise;Boutot;TOULON;FR
Élisabeth Lamarre;Élisabeth;Lamarre;LA GARENNE-COLOMBES;FR
Bertrand St-Jacques;Bertrand;St-Jacques;BALTENSWIL;CH
Hamilton Bellefeuille;Hamilton;Bellefeuille;VAUGONDRY;CH
Tristan Bourget;Tristan;Bourget;BEAUWELZ;BE
Seymour Blais;Seymour;Blais;GRIMMIALP;CH
Roger Bonsaint;Roger;Bonsaint;TOULOUSE;FR
Fanette Migneault;Fanette;Migneault;ELFINGEN;CH
Zurie Therriault;Zurie;Therriault;AUTELBAS;BE
Valiant Ruest;Valiant;Ruest;BLUMENSTEIN;CH
Pascal Patenaude;Pascal;Patenaude;TULLE;FR
Annette Baron;Annette;Baron;VILLIERS-LE-BEL;FR
Brunella Mailly;Brunella;Mailly;LE CANNET;FR
Gano Avare;Gano;Avare;FALMIGNOUL;BE
Hilaire Gauvin;Hilaire;Gauvin;VUARMARENS;CH
Dominic Rocher;Dominic;Rocher;NOVILLE;BE
Cerise Batard;Cerise;Batard;MONT-DE-L'ENCLUS;BE
Gilles Lazure;Gilles;Lazure;TANNAY;CH
Berangaria Bureau;Berangaria;Bureau;VILLIERS-SUR-MARNE;FR
Fusberta Hervé;Fusberta;Hervé;VILLENEUVE-D'ASCQ;FR
Charline Laramée;Charline;Laramée;MENDE;FR
Dixie Dubé;Dixie;Dubé;SALVAN;CH
Forrest Chabot;Forrest;Chabot;BOSSUT-GOTTECHAIN;BE
Laurence Labelle;Laurence;Labelle;FANG;CH
Namo Lavoie;Namo;Lavoie;PETIT-FAYS;BE
Percy Poisson;Percy;Poisson;HOFSTATT;CH
Mercer Lacharité;Mercer;Lacharité;NORANTOLA;CH
Burnell Sarrazin;Burnell;Sarrazin;MARSEILLE;FR
Maurelle Landry;Maurelle;Landry;WONTERGEM;BE
Aymon Bernier;Aymon;Bernier;DONAT;CH
Fitz Souplet;Fitz;Souplet;MELTINGEN;CH
Nicole Tisserand;Nicole;Tisserand;BLAGNAC;FR
Rachelle Fresne;Rachelle;Fresne;LYON;FR
Olivie Giroux;Olivie;Giroux;PLAINEVAUX;BE
Villette Bériault;Villette;Bériault;WELDEN;BE
Saville Mainville;Saville;Mainville;THAYNGEN;CH
Aubrey Barjavel;Aubrey;Barjavel;KALKEN;BE
Fealty D'Aubigné;Fealty;D'Aubigné;LIMOGES;FR
Gabriel Rochefort;Gabriel;Rochefort;SAVIGNY-LE-TEMPLE;FR
Zacharie Course;Zacharie;Course;MÉRIGNAC;FR
David Moquin;David;Moquin;AETIGKOFEN;CH
Alphonsine Mathieu;Alphonsine;Mathieu;MÄRSTETTEN;CH
Halette Mercure;Halette;Mercure;PARIS;FR
Gabriel Hachée;Gabriel;Hachée;HOCHWALD;CH
Véronique Patel;Véronique;Patel;FREUX;BE
Sylvie Beauchemin;Sylvie;Beauchemin;LUNEL;FR
Berangaria Rocher;Berangaria;Rocher;LA GARDE;CH
Fitz Hervé;Fitz;Hervé;SAINT-DIÉ;FR
Jeanne Perillard;Jeanne;Perillard;SAINTE-MARIE-CHEVIGNY;BE
Aubrette Cliche;Aubrette;Cliche;BERN;CH
Albracca Lafrenière;Albracca;Lafrenière;TAVERNY;FR
Yolande St-Jacques;Yolande;St-Jacques;TOULOUSE;FR
Laetitia Roussel;Laetitia;Roussel;THIMISTER;BE
Sumner Boisvert;Sumner;Boisvert;BEURNEVÉSIN;CH
Odo Harquin;Odo;Harquin;MONTREUIL;FR
Catherine Patel;Catherine;Patel;HAM-SUR-SAMBRE;BE
Aurélie Chouinard;Aurélie;Chouinard;LE BLANC-MESNIL;FR
Channing Doiron;Channing;Doiron;VILLIERS-LE-BEL;FR
Dielle Rodrigue;Dielle;Rodrigue;COLOMIERS;FR
Slainie Lejeune;Slainie;Lejeune;WEISSTANNEN;CH
Eugenia LaCaille;Eugenia;LaCaille;HASLE BEI BURGDORF;CH
Karel Garceau;Karel;Garceau;COURRENDLIN;CH
Pinabel Robitaille;Pinabel;Robitaille;ACHET;BE
Blanche Talon;Blanche;Talon;AALST;BE
Nicholas Roussel;Nicholas;Roussel;VOLKEGEM;BE
Algernon Perillard;Algernon;Perillard;SAVIÈSE;CH
Seymour Gregoire;Seymour;Gregoire;HODISTER;BE
Denis Jodoin;Denis;Jodoin;CHOLET;FR
Langley Drouin;Langley;Drouin;BRESSOUX;BE
Royale Piedalue;Royale;Piedalue;NOGENT-SUR-MARNE;FR
Gaetan Norbert;Gaetan;Norbert;FLEURY-LES-AUBRAIS;FR
Ila Laforest;Ila;Laforest;NIEDERÖNZ;CH
Julie Fremont;Julie;Fremont;WEVELGEM;BE
Jacquenett Echeverri;Jacquenett;Echeverri;WASMES;BE
Esperanza Belisle;Esperanza;Belisle;MAGNEDENS;CH
Emmeline Chauvet;Emmeline;Chauvet;VERSAILLES;FR
Gaspar Doucet;Gaspar;Doucet;GRASSE;FR
Villette Paquette;Villette;Paquette;BEVEREN-AAN-DEN-IJZER;BE
Paien Louineaux;Paien;Louineaux;MÜHLAU;CH
Bruce Desruisseaux;Bruce;Desruisseaux;DETTENBÜHL;CH
Royale Dandonneau;Royale;Dandonneau;GALMAARDEN;BE
Eleanor Gareau;Eleanor;Gareau;SARTROUVILLE;FR
Vaden Lamy;Vaden;Lamy;CERNIAZ;CH
Nadine Lizotte;Nadine;Lizotte;TAVERNE;CH
Mignonette Martineau;Mignonette;Martineau;MARSEILLE;FR
Campbell Benoit;Campbell;Benoit;LINTER;BE
Loyal Archambault;Loyal;Archambault;LYON;FR
Laetitia Édouard;Laetitia;Édouard;LES MUREAUX;FR
Florence Forest;Florence;Forest;LE KREMLIN-BICÊTRE;FR
Forrest Tremblay;Forrest;Tremblay;COUTHUIN;BE
Slainie Cressac;Slainie;Cressac;RUEIL-MALMAISON;FR
Soren Laprise;Soren;Laprise;KRADOLF-SCHÖNENBERG;CH
Marlon Charpentier;Marlon;Charpentier;CLERMONT-FERRAND;FR
Éric Robillard;Éric;Robillard;BRIENZ;CH
Durandana Labrecque;Durandana;Labrecque;VILLEMOMBLE;FR
Soren Monjeau;Soren;Monjeau;GRIESENBERG;CH
Sargent Rousseau;Sargent;Rousseau;VALENCE;FR
Prunella Bernard;Prunella;Bernard;BLERET;BE
Ila Duclos;Ila;Duclos;LAVEY-MORCLES;CH
Martin Pariseau;Martin;Pariseau;MONTIGNIES-ST-CHRISTOPHE;BE
Roch Moïse;Roch;Moïse;LYON;FR
Geneviève Lejeune;Geneviève;Lejeune;GREIFENSEE;CH
Faustin Patel;Faustin;Patel;CLICHY-SOUS-BOIS;FR
Valérie Noël;Valérie;Noël;ERIZ;CH
Paien Chicoine;Paien;Chicoine;PARIS;FR
Valentine Marceau;Valentine;Marceau;SÈVRES;FR
Xavier Dumont;Xavier;Dumont;RICKENBACH;CH
Gabrielle Huard;Gabrielle;Huard;STRASBOURG;FR
Verrill Proulx;Verrill;Proulx;AUBAGNE;FR
Amabella Beaudouin;Amabella;Beaudouin;ARISDORF;CH
Melville Duplessis;Melville;Duplessis;KAPELLEN;BE
Blanchefle Leclerc;Blanchefle;Leclerc;NÎMES;FR
David Verreau;David;Verreau;STALDENRIED;CH
Rosamonde Senneville;Rosamonde;Senneville;STRÉPY-BRACQUEGNIES;BE
Guillaume Renaud;Guillaume;Renaud;LES ECASSEYS;CH
Brigitte Gaudreau;Brigitte;Gaudreau;GRUNDBACH;CH
Kari Grignon;Kari;Grignon;MOERBEKE-WAAS;BE
Marlon Guay;Marlon;Guay;SAFIEN PLATZ;CH
Saville Couturier;Saville;Couturier;CARABBIA;CH
Ernest Bériault;Ernest;Bériault;RIED-BRIG;CH
Adrien Fluet;Adrien;Fluet;OOSTENDE;BE
Donat Gervais;Donat;Gervais;KIRCHRUED;CH
Eloise Goudreau;Eloise;Goudreau;WINTERSHOVEN;BE
Holly Angélil;Holly;Angélil;RIS-ORANGIS;FR
Tyson Rocheleau;Tyson;Rocheleau;PARIS;FR
Simone Gervais;Simone;Gervais;VIGNEUX-SUR-SEINE;FR
Bradamate Forest;Bradamate;Forest;HÖCHSTETTEN;CH
Léon Rodrigue;Léon;Rodrigue;SAINT-POL-SUR-MER;FR
Melville Cartier;Melville;Cartier;BIRRI;CH
Agathe Roy;Agathe;Roy;CHARTRES;FR
Hamilton Doyon;Hamilton;Doyon;OPLINTER;BE
Mason Duranseau;Mason;Duranseau;MOULAND;BE
Pomeroy David;Pomeroy;David;COMBS-LA-VILLE;FR
Charmaine Provencher;Charmaine;Provencher;PARIKE;BE
Algernon Lebrun;Algernon;Lebrun;STAFFELBACH;CH
Ninette Benjamin;Ninette;Benjamin;SAVIGNY-SUR-ORGE;FR
Nicolette Bisaillon;Nicolette;Bisaillon;BOURG-EN-BRESSE;FR
Tyson Guimond;Tyson;Guimond;LIMOGES;FR
Amarante Courtois;Amarante;Courtois;HEERS;BE
Estelle Plante;Estelle;Plante;RUMBEKE;BE
Vivienne Auger;Vivienne;Auger;HERMIKON;CH
Avent Bureau;Avent;Bureau;MORESNET;BE
Blanche Gregoire;Blanche;Gregoire;WAUDREZ;BE
Albracca Camus;Albracca;Camus;LE HAVRE;FR
Jean Villeneuve;Jean;Villeneuve;CONTHEY;CH
Arlette Lépicier;Arlette;Lépicier;KAULILLE;BE
Bernard Brault;Bernard;Brault;BOUILLON;BE
Philippe Simon;Philippe;Simon;POLLEUR;BE
Sidney Lejeune;Sidney;Lejeune;JOUÉ-LÈS-TOURS;FR
Trinette Lépicier;Trinette;Lépicier;RENNES;FR
Thiery Brisebois;Thiery;Brisebois;LES ABYMES;FR
Paul Brunelle;Paul;Brunelle;HATSWIL;CH
Huette Jobin;Huette;Jobin;BERN;CH
Fiacre Huard;Fiacre;Huard;MARTOUZIN-NEUVILLE;BE
Pensee Lessard;Pensee;Lessard;RECOLAINE;CH
Mariette Caya;Mariette;Caya;ZUTENDAAL;BE
Aubine Lécuyer;Aubine;Lécuyer;NALINNES;BE
Azura Batard;Azura;Batard;NIEUWKERKEN-WAAS;BE
Josephe Sanschagrin;Josephe;Sanschagrin;ANGREAU;BE
Patrick Giroux;Patrick;Giroux;KURZRICKENBACH;CH
Marmion Neufville;Marmion;Neufville;AMIENS;FR
Parfait Grenier;Parfait;Grenier;SAINTE-MARIE-CHEVIGNY;BE
Armand Covillon;Armand;Covillon;SART-LEZ-SPA;BE
Esmeraude Bélair;Esmeraude;Bélair;GRÄSLIKON;CH
Victorine Franchet;Victorine;Franchet;WANGS;CH
Moore Lajoie;Moore;Lajoie;VILLERS-LA-BONNE-EAU;BE
Fealty Bazinet;Fealty;Bazinet;GONESSE;FR
Luce Lapresse;Luce;Lapresse;CARASSO;CH
Gaspar L'Hiver;Gaspar;L'Hiver;BLONAY;CH
Kari Patel;Kari;Patel;LE LAMENTIN;FR
Orson Cotuand;Orson;Cotuand;BOULOGNE-BILLANCOURT;FR
Aloin Parrot;Aloin;Parrot;FÄRNIGEN;CH
Richard Salmons;Richard;Salmons;SINT-LAUREINS-BERCHEM;BE
Fleurette Lepage;Fleurette;Lepage;HONNELLES;BE
Inès Chaloux;Inès;Chaloux;TOULON;FR
Agramant Béland;Agramant;Béland;VOLLEZELE;BE
Adrienne Bonenfant;Adrienne;Bonenfant;VILLEJUIF;FR
Philippine St-Jean;Philippine;St-Jean;PETIT-RECHAIN;BE
Vallis Sarrazin;Vallis;Sarrazin;LE CREUSOT;FR
Harriette Daoust;Harriette;Daoust;SEDAN;FR
Thomas Rocher;Thomas;Rocher;TINTIGNY;BE
Brunella Courtois;Brunella;Courtois;CAEN;FR
David Coulombe;David;Coulombe;LES COLLONS;CH
Wyatt Brisebois;Wyatt;Brisebois;ORANGE;FR
Fayme Larivière;Fayme;Larivière;BOULOGNE-BILLANCOURT;FR
Pascal de Brisay;Pascal;de Brisay;WINTERTHUR;CH
Carine Grignon;Carine;Grignon;SORINNES;BE
Frontino Poirier;Frontino;Poirier;BASEL;CH
Mavise Quinn;Mavise;Quinn;BOBIGNY;FR
Francis Leroux;Francis;Leroux;NANTES;FR
Eugenia Deblois;Eugenia;Deblois;AGEN;FR
Arthur Paulet;Arthur;Paulet;FANAS;CH
Russell Fortier;Russell;Fortier;STRASBOURG;FR
Christiane Rodrigue;Christiane;Rodrigue;TEUVEN;BE
Christine Pomerleau;Christine;Pomerleau;DENTERGEM;BE
Travers Gagnon;Travers;Gagnon;VANDOEUVRE-LÈS-NANCY;FR
Gallia Dagenais;Gallia;Dagenais;NIEL-BIJ-AS;BE
Azura Patenaude;Azura;Patenaude;WÄNDHÜSLEN;CH
Étienne Auger;Étienne;Auger;AARSCHOT;BE
Bruno Pelchat;Bruno;Pelchat;PARIS;FR
Langley Dastous;Langley;Dastous;OPBRAKEL;BE
Fanette Courtemanche;Fanette;Courtemanche;WAYS;BE
Caroline Beaulieu;Caroline;Beaulieu;LOMPRET;BE
Aubert Mailloux;Aubert;Mailloux;MONTAGNON;CH
Orlene Bureau;Orlene;Bureau;UZNACH;CH
Melodie Allard;Melodie;Allard;SPREITENBACH;CH
Orson Migneault;Orson;Migneault;LINT;BE
Gano Chenard;Gano;Chenard;WINKEL;CH
Ancelina Riel;Ancelina;Riel;FRESNES;FR
Guy LaCaille;Guy;LaCaille;BERBROEK;BE
Astolpho Dodier;Astolpho;Dodier;MAUSS;CH
Henry Berthiaume;Henry;Berthiaume;WALHAIN-SAINT-PAUL;BE
Yseult Gaulin;Yseult;Gaulin;NOISY-LE-GRAND;FR
Blanchefle Gaulin;Blanchefle;Gaulin;VARENDONK;BE
Nadine Picard;Nadine;Picard;VUARRENS;CH
Josephe Dufresne;Josephe;Dufresne;DENAIN;FR
Bernadette Riquier;Bernadette;Riquier;NEUVILLE;BE
Perrin Durepos;Perrin;Durepos;SAINT-CHAMOND;FR
Inès Guimond;Inès;Guimond;NÎMES;FR
Gauthier Lamontagne;Gauthier;Lamontagne;RIJMENAM;BE
